@RELATION subject1act 

@ATTRIBUTE hipAccelSensor1	REAL 
@ATTRIBUTE hipAccelSensor2 	REAL 
@ATTRIBUTE class 	{walking,standing,running} 

@DATA 
594.615866,497.955845, 'standing'
602.365061,496.038992, 'standing'
614.348006,499.788749, 'standing'
609.135540,504.393244, 'standing'
603.329540,505.218959, 'standing'
600.854025,505.565206, 'standing'
596.166340,502.071075, 'standing'
593.448558,501.713475, 'standing'
590.131705,505.588810, 'standing'
590.257840,501.179567, 'standing'
582.062586,496.881501, 'standing'
615.794568,483.403309, 'standing'
560.775226,497.648388, 'standing'
556.006438,480.809706, 'standing'
595.472523,471.382282, 'standing'
581.963951,481.288815, 'standing'
566.709360,478.127436, 'standing'
553.930666,483.047708, 'standing'
550.362681,493.698350, 'standing'
538.526202,495.654368, 'standing'
528.140199,502.163221, 'standing'
527.826510,504.646540, 'standing'
535.157259,504.157057, 'standing'
542.967085,503.791442, 'standing'
548.506161,507.337843, 'standing'
552.784602,507.898116, 'standing'
554.001970,503.920441, 'standing'
566.986135,499.114123, 'standing'
575.961503,492.357711, 'standing'
581.725352,485.428160, 'standing'
588.033899,493.278213, 'standing'
585.713786,490.835418, 'standing'
580.967742,492.898512, 'standing'
579.754089,506.499939, 'standing'
572.328502,505.165405, 'standing'
576.549034,501.863858, 'standing'
584.390035,507.701935, 'standing'
586.977101,506.400492, 'standing'
592.010814,503.309159, 'standing'
610.765191,501.463303, 'standing'
613.071568,501.893312, 'standing'
614.155543,509.742161, 'standing'
616.617703,505.154302, 'standing'
613.608415,496.759577, 'standing'
597.511400,489.731126, 'standing'
586.504255,491.628532, 'standing'
589.186889,489.015247, 'standing'
593.996340,497.588735, 'standing'
597.769209,502.236484, 'standing'
598.912001,493.894822, 'standing'
598.051401,495.853668, 'standing'
608.571310,497.273816, 'standing'
613.033703,503.325413, 'standing'
614.179223,498.555330, 'standing'
605.010056,509.970280, 'standing'
594.747143,509.604939, 'standing'
584.425256,514.559165, 'standing'
580.823423,517.961813, 'standing'
578.757632,511.330070, 'standing'
580.100593,503.846810, 'standing'
582.702772,500.653427, 'standing'
591.037688,495.523563, 'standing'
605.170710,488.428738, 'standing'
603.059991,503.581095, 'standing'
604.852347,511.428210, 'standing'
597.404542,509.180118, 'standing'
603.590554,515.805999, 'standing'
602.504871,510.395319, 'standing'
603.336364,501.576410, 'standing'
604.219736,494.335200, 'standing'
593.649397,494.396445, 'standing'
578.470067,495.936972, 'standing'
629.480821,480.969418, 'standing'
552.490930,509.225129, 'standing'
533.518923,487.802774, 'standing'
587.807725,489.756593, 'standing'
591.857439,486.698366, 'standing'
569.003370,487.942010, 'standing'
557.105318,488.445378, 'standing'
543.109684,491.576436, 'standing'
542.087913,494.342704, 'standing'
542.981589,493.479929, 'standing'
540.510521,495.086227, 'standing'
546.453728,502.060865, 'standing'
561.252035,508.059297, 'standing'
553.779762,504.028718, 'standing'
558.890898,501.212253, 'standing'
554.416525,505.490730, 'standing'
573.492444,501.764965, 'standing'
577.063248,499.137390, 'standing'
585.115852,496.689932, 'standing'
582.696588,496.849169, 'standing'
583.869596,503.699492, 'standing'
584.947942,509.663180, 'standing'
581.343544,513.733767, 'standing'
587.734721,515.117698, 'standing'
599.127223,508.669909, 'standing'
600.976369,507.404048, 'standing'
605.085480,504.611993, 'standing'
609.095697,507.787168, 'standing'
617.491074,502.304696, 'standing'
615.101890,501.332042, 'standing'
612.827755,508.507849, 'standing'
607.416083,508.051487, 'standing'
605.005448,505.238364, 'standing'
615.601331,508.741158, 'standing'
603.375150,505.669140, 'standing'
596.752798,508.653197, 'standing'
591.291039,495.192855, 'standing'
580.325803,491.009110, 'standing'
587.667942,488.560183, 'standing'
597.458480,497.341547, 'standing'
605.281194,505.129815, 'standing'
610.307617,511.622747, 'standing'
606.036403,516.028117, 'standing'
604.757596,524.120991, 'standing'
599.037741,514.859944, 'standing'
593.932625,510.776736, 'standing'
592.749852,509.989017, 'standing'
591.611128,509.180128, 'standing'
591.456764,504.357582, 'standing'
599.242632,497.937095, 'standing'
610.400415,498.677707, 'standing'
609.535862,492.674857, 'standing'
601.018677,493.335948, 'standing'
589.911856,488.996871, 'standing'
586.099831,494.329744, 'standing'
584.788051,499.635724, 'standing'
583.964572,506.609152, 'standing'
586.622691,501.809554, 'standing'
590.137044,496.158654, 'standing'
590.417526,490.312226, 'standing'
592.763615,494.141223, 'standing'
587.983383,494.787224, 'standing'
581.614089,494.981089, 'standing'
580.972951,499.107447, 'standing'
584.179545,498.947686, 'standing'
586.099831,497.667564, 'standing'
589.508696,497.375750, 'standing'
589.207502,493.134939, 'standing'
582.133846,497.002617, 'standing'
595.408582,491.604044, 'standing'
603.129611,479.458287, 'standing'
619.368315,472.433953, 'standing'
634.328625,473.930979, 'standing'
633.031180,496.733769, 'standing'
590.165749,529.911025, 'standing'
559.579374,536.836867, 'standing'
536.146001,535.896583, 'standing'
522.332214,521.452548, 'standing'
517.651245,514.197735, 'standing'
519.061150,501.588986, 'standing'
553.299627,499.176655, 'standing'
567.447987,468.661745, 'standing'
608.097330,513.119111, 'running'
605.491524,517.224943, 'running'
605.805660,509.103383, 'running'
596.355768,494.558462, 'running'
621.415155,452.977229, 'running'
665.092803,473.095985, 'running'
622.980694,490.861418, 'running'
625.657584,493.164863, 'running'
598.044613,481.718027, 'running'
586.084230,477.326287, 'running'
621.736780,467.661218, 'running'
628.954230,483.516212, 'running'
644.478231,496.452882, 'running'
668.587391,534.649356, 'running'
672.307289,568.616750, 'running'
639.532976,575.653800, 'running'
627.748002,578.083452, 'running'
617.536910,576.886486, 'running'
678.086801,577.772493, 'running'
632.419655,550.226334, 'running'
621.609518,540.716423, 'running'
597.012258,518.204876, 'running'
562.615660,515.974605, 'running'
544.446230,518.647427, 'running'
515.204166,522.736157, 'running'
523.032711,530.595471, 'running'
501.626969,523.253791, 'running'
510.727518,512.419385, 'running'
498.537425,503.212319, 'running'
494.085278,483.781017, 'running'
512.609721,478.986695, 'running'
513.269655,481.455603, 'running'
512.661501,481.306359, 'running'
545.041610,484.857385, 'running'
556.350159,465.577537, 'running'
654.760660,491.089711, 'running'
726.752965,525.520057, 'running'
729.512624,501.924743, 'running'
762.450911,476.429889, 'running'
832.100650,515.108487, 'running'
767.349763,550.589513, 'running'
781.145782,563.028517, 'running'
722.825743,547.332320, 'running'
670.349213,541.737247, 'running'
660.052124,544.640045, 'running'
627.334230,528.807842, 'running'
615.304031,517.923713, 'running'
609.696382,507.844309, 'running'
603.670329,497.926435, 'running'
560.921971,494.830612, 'running'
544.065791,492.300120, 'running'
530.489096,504.064484, 'running'
510.462979,518.631534, 'running'
513.595614,524.163661, 'running'
497.159882,521.554993, 'running'
484.441071,516.305594, 'running'
473.761507,504.161112, 'running'
453.864387,498.729646, 'running'
458.187437,502.309739, 'running'
486.152828,510.938606, 'running'
524.975337,524.410630, 'running'
587.205501,533.697961, 'running'
620.297342,524.752920, 'running'
607.975949,503.192801, 'running'
698.663696,439.121898, 'running'
761.264555,502.767322, 'running'
716.800662,504.885297, 'running'
666.913705,461.744613, 'running'
622.213843,467.378347, 'running'
606.271798,466.247339, 'running'
611.172378,483.595558, 'running'
650.203709,517.042361, 'running'
662.974389,552.136261, 'running'
661.676472,561.026760, 'running'
638.288393,566.160409, 'running'
649.787063,556.053174, 'running'
662.953857,537.481256, 'running'
634.583335,534.147897, 'running'
614.807361,516.299658, 'running'
608.836553,496.302372, 'running'
570.176738,499.086366, 'running'
545.490653,503.748001, 'running'
540.989685,503.617463, 'running'
506.579800,514.167576, 'running'
509.521008,530.114152, 'running'
514.634509,540.170135, 'running'
495.784899,541.254699, 'running'
496.547506,533.163995, 'running'
482.135183,527.612322, 'running'
500.521558,515.332762, 'running'
519.182839,498.542676, 'running'
525.155487,488.992356, 'running'
541.607542,499.134186, 'running'
557.166634,490.988196, 'running'
641.912639,479.198455, 'running'
726.235437,508.420594, 'running'
723.923368,499.725177, 'running'
800.295348,456.917747, 'running'
869.649516,495.719399, 'running'
857.873184,544.763088, 'running'
753.056011,551.465062, 'running'
715.083176,547.909064, 'running'
695.511484,555.618333, 'running'
660.162264,550.954027, 'running'
625.455991,535.270611, 'running'
599.710685,510.816472, 'running'
566.113052,500.799071, 'running'
552.410347,501.251618, 'running'
526.236381,494.380577, 'running'
523.475744,511.911534, 'running'
472.519814,521.203070, 'running'
500.831006,523.109997, 'running'
465.397408,520.536383, 'running'
488.184265,516.015077, 'running'
444.041849,501.707802, 'running'
502.472378,498.587594, 'running'
456.188089,477.778010, 'running'
502.224988,495.638376, 'running'
563.397219,513.702155, 'running'
584.384493,532.585694, 'running'
597.749565,546.384542, 'running'
592.859766,520.412962, 'running'
592.007584,506.178966, 'running'
744.940182,396.981172, 'running'
757.111260,520.466329, 'running'
735.859385,501.913961, 'running'
644.419950,481.155893, 'running'
613.022006,476.477825, 'running'
625.648861,454.061373, 'running'
625.506745,461.583175, 'running'
617.284839,506.213844, 'running'
631.279703,533.559962, 'running'
657.942294,547.283942, 'running'
653.411317,555.242087, 'running'
652.741091,565.083077, 'running'
646.758137,562.564102, 'running'
633.093715,548.384685, 'running'
634.127360,550.248258, 'running'
600.340509,515.408001, 'running'
583.480246,504.544691, 'running'
551.188500,512.641649, 'running'
536.293125,522.698867, 'running'
529.476299,522.865243, 'running'
519.513649,524.442185, 'running'
478.277912,541.708931, 'running'
478.494637,537.596032, 'running'
498.392351,530.878673, 'running'
469.171712,515.628800, 'running'
479.642942,493.891636, 'running'
503.315629,486.247932, 'running'
503.586049,479.931014, 'running'
531.998739,493.235076, 'running'
556.486804,514.766994, 'running'
575.817455,512.472270, 'running'
701.090635,530.007324, 'running'
734.244195,542.304798, 'running'
729.046631,490.792374, 'running'
828.655313,462.701728, 'running'
847.683692,505.588407, 'running'
770.353342,545.931907, 'running'
712.058835,533.407858, 'running'
699.373970,534.450812, 'running'
688.698373,542.310291, 'running'
668.092293,529.789254, 'running'
635.263695,509.277696, 'running'
603.592714,499.099745, 'running'
577.379267,483.222649, 'running'
557.204386,495.362616, 'running'
526.807639,507.240368, 'running'
525.268441,527.645776, 'running'
511.725398,538.728192, 'running'
502.700297,538.609560, 'running'
498.595748,524.147217, 'running'
478.138206,499.108679, 'running'
461.365222,481.915851, 'running'
469.369002,468.632359, 'running'
467.821967,479.249281, 'running'
505.828840,498.885471, 'running'
530.681914,528.786351, 'running'
563.095726,543.570797, 'running'
606.401487,527.889336, 'running'
599.619481,513.040442, 'running'
614.413586,466.736685, 'running'
852.966497,410.403787, 'running'
833.974786,552.744966, 'running'
727.475106,506.550467, 'running'
637.164296,496.069014, 'running'
611.285553,458.659267, 'running'
596.378958,418.684643, 'running'
588.380696,428.526431, 'running'
606.433749,511.945598, 'running'
666.610224,549.562254, 'running'
680.922494,562.256233, 'running'
648.556815,567.330542, 'running'
667.564702,552.420302, 'running'
651.594962,545.211018, 'running'
661.258471,522.566413, 'running'
618.027139,513.658319, 'running'
589.611110,522.392216, 'running'
569.503804,530.717879, 'running'
534.415555,525.659008, 'running'
523.007112,534.491725, 'running'
504.810424,538.540355, 'running'
493.724647,541.706463, 'running'
497.517064,539.164250, 'running'
487.367746,534.174141, 'running'
481.528337,514.719677, 'running'
484.762016,498.310899, 'running'
488.960486,487.452016, 'running'
517.067158,495.886735, 'running'
535.016540,514.068603, 'running'
559.705760,514.827436, 'running'
570.687079,489.751382, 'running'
694.888528,484.245657, 'running'
879.449611,505.357791, 'running'
824.363725,481.269587, 'running'
834.018402,484.005622, 'running'
846.854729,546.277470, 'running'
780.572302,564.479015, 'running'
740.332522,570.089471, 'running'
693.621312,559.655093, 'running'
642.609591,527.706800, 'running'
607.686321,509.459020, 'running'
583.612673,470.017448, 'running'
569.052258,462.251346, 'running'
557.765919,472.903597, 'running'
534.413145,481.462661, 'running'
507.384143,497.700460, 'running'
523.858082,513.653415, 'running'
513.406423,525.688661, 'running'
485.748398,557.178595, 'running'
459.301028,563.360451, 'running'
461.575525,532.233932, 'running'
490.224328,500.600857, 'running'
461.624664,465.094415, 'running'
512.656686,463.633282, 'running'
525.949670,479.473574, 'running'
560.523081,514.495438, 'running'
597.219664,517.516784, 'running'
606.595990,497.399484, 'running'
672.630492,493.402991, 'running'
864.143303,538.144064, 'running'
771.386482,535.074411, 'running'
700.391851,500.638264, 'running'
609.689926,496.351275, 'running'
591.635675,445.695642, 'running'
618.186726,442.442064, 'running'
634.234862,451.619148, 'running'
652.116861,502.759477, 'running'
683.968784,535.198704, 'running'
681.892550,560.940147, 'running'
650.667030,570.467041, 'running'
653.736762,564.908275, 'running'
639.858938,534.960932, 'running'
637.792370,530.910048, 'running'
619.157755,524.234792, 'running'
596.455521,502.625215, 'running'
575.920497,501.859246, 'running'
556.549756,529.315237, 'running'
531.162796,539.678681, 'running'
509.406701,552.698519, 'running'
504.022676,551.123011, 'running'
503.223401,555.411818, 'running'
473.964290,551.013297, 'running'
467.469113,534.127264, 'running'
474.786669,508.029339, 'running'
504.211152,491.808450, 'running'
523.456141,490.345739, 'running'
540.121691,488.455239, 'running'
548.945831,489.643629, 'running'
559.810566,497.267653, 'running'
629.121020,503.126225, 'running'
773.611389,514.223312, 'running'
782.921333,520.745714, 'running'
806.980017,510.431155, 'running'
909.709735,534.179930, 'running'
821.793898,558.692776, 'running'
710.064426,540.364163, 'running'
684.543976,545.077060, 'running'
660.704892,545.771903, 'running'
628.609877,540.580386, 'running'
608.031294,528.878013, 'running'
587.316760,507.626765, 'running'
582.894899,496.590788, 'running'
555.736167,489.862032, 'running'
536.408738,492.263325, 'running'
529.896732,493.133845, 'running'
518.802187,498.017745, 'running'
519.744338,495.537652, 'running'
510.726021,493.609285, 'running'
493.377595,491.080225, 'running'
480.736965,504.153357, 'running'
490.900550,501.267831, 'running'
489.947149,506.829433, 'running'
487.814401,522.373164, 'running'
512.382083,537.016461, 'running'
507.638380,561.146128, 'running'
573.341425,542.627300, 'running'
595.297666,513.230196, 'running'
644.381292,496.378037, 'running'
830.687369,428.408336, 'running'
864.315722,471.870604, 'running'
739.133922,506.258161, 'running'
638.652697,501.870741, 'running'
603.789896,488.599488, 'running'
608.677130,494.499933, 'running'
610.406611,511.747465, 'running'
615.278322,523.023418, 'running'
634.149013,533.233197, 'running'
659.509519,547.018405, 'running'
654.778993,545.698110, 'running'
645.461807,541.225361, 'running'
640.850413,521.828446, 'running'
638.711948,501.232825, 'running'
619.308929,495.781382, 'running'
577.256162,511.636436, 'running'
558.111590,524.282899, 'running'
521.431757,528.067564, 'running'
525.766667,528.346691, 'running'
538.011453,534.274794, 'running'
524.953881,532.551439, 'running'
517.613760,530.836284, 'running'
491.598232,531.254817, 'running'
485.870283,524.790583, 'running'
453.556995,519.506347, 'running'
484.937944,507.705980, 'running'
509.585033,493.910004, 'running'
515.760362,485.589961, 'running'
542.406544,500.243985, 'running'
573.683980,558.433625, 'running'
589.958526,552.228377, 'running'
694.338844,486.298428, 'running'
973.615786,521.229806, 'running'
853.700070,520.235015, 'running'
972.205844,474.850493, 'running'
853.125171,517.209011, 'running'
715.395329,519.523626, 'running'
675.444558,516.756363, 'running'
674.152168,526.523559, 'running'
661.544120,533.117843, 'running'
646.449721,513.406999, 'running'
612.265796,501.343136, 'running'
586.417787,501.502119, 'running'
566.747412,502.408936, 'running'
531.089215,507.358354, 'running'
524.564550,511.977629, 'running'
507.575185,522.936926, 'running'
480.427448,528.554976, 'running'
456.112813,523.308866, 'running'
453.828329,515.378584, 'running'
463.894878,498.826040, 'running'
444.537213,485.741543, 'running'
465.554942,489.766790, 'running'
472.431714,492.244389, 'running'
511.028487,514.655586, 'running'
544.559997,538.928988, 'running'
583.170836,553.124685, 'running'
589.923753,544.119308, 'running'
591.682847,518.120570, 'running'
650.509337,486.989698, 'running'
888.682095,455.817574, 'running'
813.769665,485.842635, 'running'
702.475912,486.426809, 'running'
614.798215,483.945823, 'running'
596.248070,473.114707, 'running'
610.859268,458.534745, 'running'
614.445839,500.808454, 'running'
645.014503,511.258004, 'running'
664.179037,528.952601, 'running'
680.899827,563.719593, 'running'
666.225188,561.723552, 'running'
649.118067,567.688569, 'running'
642.468669,554.507790, 'running'
631.244615,530.297219, 'running'
595.045279,505.788382, 'running'
564.449001,507.481962, 'running'
553.608158,504.862475, 'running'
533.938917,506.497082, 'running'
526.388212,512.171496, 'running'
495.159296,525.695911, 'running'
519.533762,525.734524, 'running'
510.331703,515.362648, 'running'
510.168279,507.038558, 'running'
485.778886,499.734410, 'running'
491.332311,491.892608, 'running'
477.578624,488.934737, 'running'
475.393124,491.284873, 'running'
513.447315,491.359925, 'running'
514.415856,495.806822, 'running'
566.918794,548.989353, 'running'
573.685293,537.744092, 'running'
664.642803,518.412159, 'running'
876.335814,516.112551, 'running'
859.281689,492.597621, 'running'
932.872946,469.823304, 'running'
836.043881,520.041064, 'running'
764.438223,540.386594, 'running'
702.810681,558.622228, 'running'
644.266048,536.971345, 'running'
634.695742,530.585529, 'running'
606.698902,512.804170, 'running'
583.837422,502.979992, 'running'
563.564638,503.892771, 'running'
551.420765,504.079450, 'running'
525.540315,498.662091, 'running'
510.289683,508.085930, 'running'
509.302994,516.660474, 'running'
508.985320,510.722910, 'running'
497.479358,500.099381, 'running'
503.360501,494.573980, 'running'
492.644827,489.683972, 'running'
476.813555,481.147683, 'running'
482.861644,493.841680, 'running'
500.534712,503.510127, 'running'
493.749238,507.791129, 'running'
513.780241,522.079310, 'running'
546.196627,519.924753, 'running'
562.440147,505.480262, 'running'
625.896460,470.833285, 'running'
804.646636,440.883586, 'running'
823.122378,461.594221, 'running'
760.274130,466.142562, 'running'
650.235003,477.586024, 'running'
598.752287,460.428273, 'running'
599.300185,468.422971, 'running'
628.460026,500.246704, 'running'
661.277005,542.460064, 'running'
676.684845,556.183955, 'running'
674.253332,559.292422, 'running'
667.757445,561.097450, 'running'
657.974303,550.977735, 'running'
650.609324,549.720526, 'running'
632.933950,529.803517, 'running'
602.800826,523.116006, 'running'
562.949547,516.993153, 'running'
534.102215,510.353267, 'running'
516.479458,512.617216, 'running'
511.796917,526.381396, 'running'
514.106193,532.287511, 'running'
520.534333,524.752009, 'running'
585.102834,528.507845, 'running'
606.674222,494.912319, 'running'
666.667156,472.336496, 'running'
701.288024,461.537396, 'running'
684.423894,494.430022, 'running'
633.538348,517.393582, 'running'
585.545679,516.638790, 'running'
560.261818,514.727919, 'running'
566.848742,503.444459, 'running'
586.925829,495.532982, 'running'
589.249052,495.705768, 'running'
581.920504,493.345817, 'running'
577.115281,486.302811, 'running'
578.057410,476.817341, 'running'
583.530061,484.899882, 'running'
579.932150,489.748324, 'running'
588.781521,499.325203, 'running'
592.853815,510.621972, 'running'
600.154124,515.035237, 'running'
602.737249,523.979490, 'running'
604.247447,520.374679, 'running'
606.299998,519.093375, 'running'
599.396987,514.113587, 'running'
593.396869,511.683396, 'running'
588.982747,510.363804, 'running'
587.809611,505.389694, 'running'
587.548560,505.286157, 'running'
587.702614,507.260033, 'running'
593.059029,510.302102, 'running'
590.627933,514.193900, 'running'
592.679785,510.586527, 'running'
595.477813,515.036110, 'running'
595.971433,516.717711, 'running'
600.080125,514.688468, 'running'
598.651599,513.688793, 'running'
594.483235,519.989931, 'running'
594.220684,518.073535, 'running'
593.979963,516.851722, 'running'
591.419250,521.824694, 'running'
593.991714,517.456379, 'running'
598.033279,515.622243, 'running'
596.632231,509.761434, 'running'
591.339716,509.997026, 'running'
593.414558,508.599185, 'running'
594.325625,508.366847, 'running'
597.936227,511.719136, 'running'
598.451504,525.999991, 'running'
599.211937,536.535066, 'running'
601.421917,535.263271, 'running'
608.907568,528.880611, 'running'
613.385836,513.918178, 'running'
629.153185,506.624028, 'running'
634.195831,507.184123, 'running'
639.581967,515.276495, 'running'
633.475246,509.184750, 'running'
643.134522,497.858613, 'running'
634.446034,482.384779, 'running'
617.474440,470.904626, 'running'
593.029237,457.478507, 'running'
566.449764,452.815824, 'running'
